id,social_link,founded,owner,website,open_for_visits,capacity,amenities,cerificate
618,"['', '', '']",,441340 872971,https://www.craigellachie.com/,,['Nano'],[],
619,"['', 'https://www.instagram.com/craterlakespirits/&ReferralType=SNTW&ProfileID=48922094', '']",1996,Jim Bendis,http://craterlakespirits.com/,,['Nano'],[],
620,,,,,,,,
621,"['', '', '']",2015,Matt Crittenden,http://www.kilnshine.com/,,['Nano'],['Tasting Room'],
622,"['', '', '']",,44(0) 7515 683968,http://crossbillgin.com/,,['Nano'],[],
623,"['', '', '']",2018,Shane Prodan,http://crosscutdistillery.ca/,,['Nano'],[],
624,"['', 'https://www.instagram.com/crowdedbarrelwhiskeyco/&ReferralType=SNIG&ProfileID=48805732', '']",2017,(512) 720-8801,https://www.crowdedbarrelwhiskey.com/,,['Micro'],"['Tasting Room', 'Bar or Cocktail Lounge', 'Restaurant']",
625,"['', '', '']",2008,Bryan Siddle,http://missourimoonshine.com/,,['Nano'],['Restaurant'],
626,"['', '', '']",,7782516002,https://www.crowsnestdistillery.com/index.html,,['Nano'],[],
627,"['', '', '']",2020,Allan Smith,http://www.cruxdistillery.com/,,[],[],
628,"['', '', '']",2021,(224) 278-1313,https://crystalraindistillery.com/,,['Nano'],[],
629,"['', '', '']",2019,Danny Bradley,https://crystalridgedistillery.com/,,['Nano'],"['Bar or Cocktail Lounge', 'Tasting Room', 'Restaurant']",
630,"['', 'https://www.instagram.com/cultivated_cocktails/&ReferralType=SNIG&ProfileID=48909969', '']",2015,Taylor Howard,https://www.cultivatedcocktails.com/,Yes,['Nano'],"['Tasting Room', 'Tours']",
631,"['', '', '']",2014,345324 7008,http://www.culturerum.com/,,['Nano'],['Tasting Room'],
632,"['', '', '']",2014,Kathy Parks,http://www.cultusbaydistillery.com/,,['Nano'],[],
633,"['', '', '']",,4407940 730958,https://www.curiospiritscompany.co.uk/,,['Nano'],[],
634,"['', '', '']",2008,Jason Payne,https://luckybucket.beer/cut-spike/,,['Nano'],[],
635,"['https://twitter.com/CutwaterSpirits&ReferralType=SNTW&ProfileID=48903677', 'https://www.instagram.com/cutwaterspirits/&ReferralType=SNIG&ProfileID=48903677', '']",2008,Kevin Dougherty,http://cutwaterspirits.com/,,['Macro'],[],
636,"['', '', '']",2021,(832) 422-3079,https://cydistillery.com/,,['Nano'],[],
637,"['', '', '']",2000,(512) 847-6874,http://cypresscreekreserve.com/,,['Nano'],[],
638,"['', '', '']",,44(0) 1239 851528,http://www.damhile.co.uk/,,['Nano'],[],
639,"['', '', '']",2018,(732) 216-5195,https://www.dachshunddistilling.com/,,['Nano'],[],
640,"['', '', '']",2007,43(0) 6454 7660,http://www.mandlberggut.com/,,['Nano'],[],
641,"['', '', '']",2018,(613) 612-0434,http://dairydistillery.com/,,['Nano'],[],
642,,,,,,,,
643,"['', '', '']",2011,(972) 839-0123,http://dallasdistilleries.com/,,['Nano'],[],
644,"['', '', '']",2019,Adam Dalton,https://daltondistillery.com/,,['Nano'],['Tasting Room'],
645,"['', '', '']",,441540 672219,https://www.malts.com/en-gb/distilleries/dalwhinnie,,['Nano'],[],
646,"['', 'https://www.instagram.com/damwhiskeyco&ReferralType=SNIG&ProfileID=66536220', '']",2020,Darrell Jones,https://damwhiskeyco.com/,Yes,['Nano'],"['Lodging', 'Restaurant', 'Tasting Room', 'Tours', 'Bar or Cocktail Lounge']",
647,"['', '', '']",2016,(952) 250-0319,https://www.thedampfwerk.com/,,['Nano'],[],
648,"['', '', '']",,44(0) 1590 676071,http://dancingcows.co.uk/,,['Nano'],[],
649,,,,,,,,
650,"['', 'https://www.instagram.com/dancingsands/&ReferralType=SNIG&ProfileID=53227610', '']",,64 (03) 525 9899,https://dancingsands.com/,,['Nano'],[],
651,"['', '', '']",2019,Ryan Danger,https://dangerdistillery.com/,,['Nano'],['Tasting Room'],
652,"['', '', '']",,(317) 564-0622,http://www.dannyboybeerworks.com/,,['Nano'],[],
653,"['', 'https://www.instagram.com/darkdoorspirits/&ReferralType=SNIG&ProfileID=49321852', '']",2016,Matt Allen,http://darkdoorspirits.com/,,['Nano'],[],
654,"['', 'https://www.instagram.com/darkislandspirits/&ReferralType=SNIG&ProfileID=48974981', '']",2012,Roger r. Reifensnyder,http://darkislandspirits.com/,,['Nano'],[],
655,"['', '', '']",,44(0) 1333 451300,http://darnleysgin.com/,,['Nano'],[],
656,"['', '', '']",,44(0) 7967 836275,http://dartmoorwhiskydistillery.co.uk/,,['Nano'],[],
657,"['https://twitter.com/dashvodka&ReferralType=SNTW&ProfileID=49298821', '', '']",,(832) 715-2833,http://dashvodka.com/,,['Nano'],[],
658,"['', '', '']",,(612) 229-8593,https://www.dashfire.us/,,['Nano'],[],
659,"['http://www.twitter.com/DaufuskieRum&ReferralType=SNTW&ProfileID=48856394', 'https://instagram.com/daufuskierum/&ReferralType=SNIG&ProfileID=48856394', '']",2014,Anthony Chase,http://www.daufuskierum.com/,,['Nano'],[],
660,"['', '', '']",2012,Rusty Cox,http://rusty@davisvalleydistillery.com/,,['Nano'],[],
661,,,,,,,,
662,"['', 'https://www.instagram.com/daytonbarrelworks/?hl=en&ReferralType=SNIG&ProfileID=65466456', '']",,William Hockett,https://www.daytonbarrelworks.com/,,['Nano'],[],
663,"['', '', '']",,32049 594 9837,http://groundcontrolgin.be/,,['Nano'],[],
664,"['', '', '']",2015,Ian Hunter,http://deacongiles.com/,,['Nano'],['Tasting Room'],
665,"['', 'https://www.instagram.com/explore/locations/2050945168513484/dead-lightning-distillery&ReferralType=SNIG&ProfileID=53366067', '']",2018,(717) 695-7284,https://www.deadlightningdistillery.com/,,['Nano'],"['Restaurant', 'Tasting Room', 'Bar or Cocktail Lounge']",
666,"['', '', '']",,(757) 535-9864,https://deadreckoningrumusa.com/,,['Nano'],[],
667,"['', '', '']",2013,Paul Arends,http://deceptiondistilling.com/,,['Nano'],[],
668,"['', 'https://www.instagram.com/decoyseltzer/&ReferralType=SNIG&ProfileID=66970423', '']",2021,(707707) 945-1812,https://www.decoyseltzer.com/,,['Micro'],[],
669,,,,,,,,
670,"['https://twitter.com/deepcreekspirit&ReferralType=SNTW&ProfileID=56221000', 'https://www.instagram.com/deepcreekdistilling/&ReferralType=SNIG&ProfileID=56221000', '']",2019,Royall Ferguson,https://www.deepcreekdistilling.com/,Yes,['Nano'],"['Bar or Cocktail Lounge', 'Tasting Room', 'Tours']",
671,"['', '', '']",2010,Clayton Christopher,https://www.deepeddyvodka.com/,,['Nano'],[],
672,"['', 'https://www.instagram.com/deepellumdistillery/?fbclid=IwAR1RdsNwKkTXflMT9PINw9XjjSF2HLsGOEEVEpMvwTFhm6yA3Nw3Z0rQAqo&ReferralType=SNIG&ProfileID=52773619', '']",2017,(214) 888-1256,http://deepellumvodka.com/,,['Nano'],['Tasting Room'],
673,"['', '', '']",,(902) 620-1085,http://deeprootsdistillery.com/,,['Nano'],['Tasting Room'],
674,"['http://www.twitter.com/deerhammer&ReferralType=SNTW&ProfileID=48921078', 'http://www.instagram.com/deerhammer&ReferralType=SNIG&ProfileID=48921078', '']",2010,(719) 395-9464,http://www.deerhammer.com/,,['Nano'],['Tasting Room'],
675,"['', '', '']",2012,(515) 559-4879,http://dehnerdistillery.com/,,['Nano'],[],
676,"['', '', '']",,(303) 284-3683,https://www.dekispirits.com/,,['Nano'],"['Tasting Room', 'Bar or Cocktail Lounge']",
677,"['', '', '']",2022,Ryan Jahn,http://delawarephoenix.com/,,['Nano'],[],
678,,,,,,,,
679,"['', '', '']",2020,Harvey Williams,https://deltadirtdistillery.com/,,['Nano'],[],
680,"['', '', '']",1998,(845) 986-4723,https://demaresthillwinery.com/,,['Nano'],[],
681,"['', 'http://instagram.com/denningspointdistillery&ReferralType=SNIG&ProfileID=48805565', '']",2014,Karl Johnson,http://denningspointdistillery.com/,,['Nano'],[],
682,"['', 'https://www.instagram.com/dentedbrickdistillery&ReferralType=SNIG&ProfileID=53052403', '']",2016,Marc Christiansen,https://dentedbrick.com/,,['Nano'],[],
683,"['', 'https://www.instagram.com/denverdistillery/&ReferralType=SNIG&ProfileID=64774603', '']",2018,Ron Tarver,http://www.denverdistillery.com/,Yes,['Nano'],"['Restaurant', 'Tours', 'Tasting Room', 'Bar or Cocktail Lounge']",
684,"['', '', '']",2014,Justin Stafford,http://thedepotreno.com/,,['Nano'],['Restaurant'],
685,,,,,,,,
686,"['http://twitter.com/derelictairship&ReferralType=SNTW&ProfileID=50241738', 'http://instagram.com/derelictairship&ReferralType=SNIG&ProfileID=50241738', '']",2015,(512) 766-5090,http://derelictairship.com/,,['Nano'],[],
687,"['', '', '']",2010,Deborah Patt,https://www.desertdiamonddistillery.com/,Yes,['Nano'],"['Bar or Cocktail Lounge', 'Lodging', 'Tasting Room', 'Tours']",
688,"['', 'https://www.instagram.com/desertdoor/&ReferralType=SNIG&ProfileID=52823251', '']",,(512) 829-6129,https://www.desertdoor.com/,,['Nano'],['Tasting Room'],
689,"['', '', '']",,(521) 369-5539,https://destiladoraagaveazul.mx/,,['Nano'],[],
690,"['', '', '']",,(521328) 518-7310,,,['Nano'],[],
691,"['', '', '']",,(523) 648-0250,,,['Nano'],[],
692,"['', '', '']",,(521345) 937-1881,,,['Nano'],[],
693,"['', '', '']",,(521348) 783-3316,,,['Nano'],[],
694,"['', '', '']",,5201 378 71 215 15,https://casamaestri.com/,,['Nano'],[],
695,"['', '', '']",,(521317) 371-4050,,,['Nano'],[],
696,"['', '', '']",,(523) 637-8484,,,['Nano'],[],
697,"['', '', '']",,(52374) 109-3059,https://destiladorajuanacatlan.mx/,,['Nano'],[],
698,"['', '', '']",,Jordyn Rook,https://www.tequilamatchmaker.com/distilleries/191-destiladora-los-magos-s-a-de-c-v,,['Nano'],[],
699,"['', '', '']",,(521378) 782-5237,,,['Nano'],[],
700,"['', '', '']",,(52378) 711-5247,,,['Nano'],[],
701,"['', '', '']",,(52374) 745-0120,,,['Nano'],[],
702,"['', '', '']",,(523) 812-9092,,,['Nano'],[],
703,"['', '', '']",,(523) 344-8045,,,['Nano'],[],
704,"['', 'https://www.instagram.com/enmienda18_gin/&ReferralType=SNIG&ProfileID=53914121', '']",,6195765534,http://destileriaaguacaliente.com/,,['Nano'],[],
705,"['', 'https://www.instagram.com/brujadeagua/&ReferralType=SNIG&ProfileID=66943247', '']",2016,(52557) 158-5641,http://brujadeagua.com/,,['Nano'],[],
706,"['', '', '']",,(521374) 742-0447,https://tequiladonroberto.com/,,['Nano'],[],
707,"['', '', '']",1940,34938 14 80 00,https://flaviar.com/destileriasmiquelguanse/distillery,,['Nano'],[],
708,"['', '', '']",1750,34971 36 21 97,http://www.xoriguer.es/,,['Micro'],[],
709,"['', '', '']",,(521374) 748-0428,https://www.destileria501.com/,,['Nano'],[],
710,"['', '', '']",,(523) 641-9959,,,['Nano'],[],
711,"['', 'https://www.instagram.com/nunaorigen&ReferralType=SNIG&ProfileID=66821388', '']",,Jorge Cantuarias,https://www.destileriadelperu.com/,,['Nano'],[],
712,"['', '', '']",,(523) 563-3222,,,['Nano'],[],
713,"['', '', '']",,(523) 875-8804,,,['Nano'],[],
714,"['', '', '']",,(52348) 783-0780,,,['Nano'],[],
715,"['', '', '']",2022,David Mussatt,http://www.lazonadestileria.com/,,[],[],
716,"['', '', '']",,(521374) 745-0961,https://www.tequilamatchmaker.com/distilleries/257-tequila-las-americas-s-a-de-c-v,,['Nano'],[],
717,"['', '', '']",,5201 3747421880,,,['Nano'],[],
718,"['', '', '']",,(521348) 784-4902,,,['Nano'],[],
719,"['', '', '']",,(523) 640-2064,https://www.sierratequila.com/,,['Nano'],[],
720,"['', '', '']",,02339 91430,https://www.habbel.com/,,['Nano'],[],
721,"['', '', '']",,43(0) 66411 38868,http://www.destilleriekeckeis.at/,,['Nano'],[],
722,"['', '', '']",2005,43(0) 5574 6720460,http://www.destillerierogner.at/,,['Nano'],[],
723,"['', '', '']",,49(0) 80 26 92 48 0,http://http//www.lantenhammer.de,,['Nano'],[],
724,"['', '', '']",,43(0) 2828 8505,http://www.destillerierogner.at/,,['Nano'],[],
725,"['', '', '']",,(63) 539-3046,https://www.destilleriesippel.de/,,['Nano'],[],
726,"['', '', '']",,43(0) 3185 34440,http://weutz.at/,,['Nano'],[],
727,"['', '', '']",,457020 44 68,http://braunstein.dk/,,['Nano'],[],
728,"['https://twitter.com/detroitcitydist&ReferralType=SNTW&ProfileID=48856071', 'https://www.instagram.com/detroitcitydistillery/&ReferralType=SNIG&ProfileID=48856071', '']",2013,J.P. Jerome,http://detroitcitydistillery.com/,Yes,['Micro'],"['Tasting Room', 'Tours', 'Bar or Cocktail Lounge']",
729,,,,,,,,
730,"['http://www.twitter.com/DV8Distilling&ReferralType=SNTW&ProfileID=60856827', 'http://www.instagram.com/deviationdistilling&ReferralType=SNIG&ProfileID=60856827', '']",2017,(720) 645-1539,http://www.deviationdistilling.com/,,['Nano'],['Tasting Room'],
731,"['', '', '']",2018,(434) 361-1001,https://www.dbbrewingcompany.com/,,['Nano'],"['Tasting Room', 'Bar or Cocktail Lounge']",
732,"['', '', '']",,Kevin Titcomb,http://devinedistillery.com/,,['Nano'],[],
733,"['', '', '']",,44(0) 1803 812 555,https://devondistillery.com/,,['Nano'],[],
734,,,,,,,,
735,"['', '', '']",,(52836) 273-1336,https://www.diageo.com/,,['Nano'],[],
736,"['', 'https://www.instagram.com/steelbluvodka/&ReferralType=SNIG&ProfileID=60940554', '']",,Jesse Bohn,https://steelblu.vodka/,,['Nano'],[],
737,"['', '', '']",2021,Case Dietz Fischer Jr.,http://www.dietzdistillery.com/,Yes,[],['Tours'],
738,"['', '', '']",2014,Eric boyer Beth stack,http://dikindurt.com/,,['Nano'],[],
739,"['', '', '']",,35366 1029 0211,http://dingledistillery.ie/,,['Nano'],[],
740,"['', '', '']",2018,Stephane Pilon,http://www.dionydistillery.ca/,Yes,"['Commercial', 'Nano']","['Tours', 'Tasting Room']",
741,"['', '', '']",2012,(508) 927-3260,http://dirtywaterdistillery.com/,,['Nano'],[],
742,"['', '', '']",2012,Robert Sechrist,http://disobedientspirits.com/,,['Nano'],[],
743,"['', '', '']",2016,(877) 843-6545,http://www.interboro.nyc/,,['Nano'],"['Restaurant', 'Tasting Room', 'Bar or Cocktail Lounge']",
744,"['https://twitter.com/distijlky&ReferralType=SNTW&ProfileID=54839217', 'https://www.instagram.com/distijlky/&ReferralType=SNIG&ProfileID=54839217', '']",2017,Walter Zausch,http://www.distijl.com/,,[],[],
745,"['', '', '']",2021,Ken Miller,http://thedistillarium.com/,,['Nano'],[],
746,"['', '', '']",,32(0)11 734 102,http://korhaan.be/,,['Nano'],[],
747,"['', '', '']",,0141 968127,https://www.distilleriabeccaris.it/,,['Nano'],[],
748,"['', '', '']",,(35193) 702-2385,,,['Nano'],[],
749,"['', '', '']",,O465801521,http://www.distilleriagenziana.it/,,[],[],
750,"['', '', '']",,O10.6442326,http://www.grappabarile.it/,,[],[],
751,"['', '', '']",,O432766248,http://www.mangilli.it/,,[],[],
752,"['', '', '']",,O481889311,http://www.tenutavillanova.com/,,[],[],
753,"['', '', '']",,33(0) 382 501 015,http://www.distillerieleisenpetitehettange.fr/,,['Nano'],[],
754,"['', '', '']",,387 25 15 06,https://www.distillerieducastor.fr/,,['Nano'],[],
755,"['', '', '']",,388 07 71 07,http://www.distilleriehepp.com/accueil/,,['Nano'],[],
756,"['', '', '']",,388 07 70 83,http://distilleriebertrand.com/,,['Nano'],[],
757,"['', '', '']",,33(0)5 63 53 04 61,http://www.distilleriecastan.com/,,['Nano'],[],
758,"['', '', '']",2021,Jean-françois RIVIERE,,,[],[],
759,"['', '', '']",,624 33 24 37,http://distilleriedeparis.com/,,['Nano'],[],
760,"['https://www.twitter.com/distillerie_qc&ReferralType=SNTW&ProfileID=48805570', 'https://www.instagram.com/distilleriedequebec&ReferralType=SNIG&ProfileID=48805570', '']",2015,Christophe Legasse,http://www.distilleriedequebec.ca/,,['Nano'],[],
761,"['', '', '']",,(3329) 731-2820,http://kaeriliswhisky.com/,,['Nano'],[],
762,"['', '', '']",,(514) 699-5920,http://distilleriedesmarigots.com/,,['Nano'],[],
763,"['', '', '']",,33(0)2 98 94 23 68,http://distillerie.bzh/,,['Nano'],['Tasting Room'],
764,"['', '', '']",,(418) 673-1012,https://distilleriedufjord.com/en/,,['Nano'],[],
765,"['', '', '']",,(819) 266-7602,https://www.distillerieduquai.com/,,[],[],
766,"['', '', '']",,(418) 800-4694,https://en.distilleriedustlaurent.com/,,['Nano'],[],
767,"['', '', '']",,339 54 39 37 28,http://distillerievercors.com/,,['Nano'],[],
768,"['', '', '']",,689 40656174,https://domaineparipari.com/,,['Nano'],[],
769,"['', '', '']",,(506) 386-7060,http://distilleriefilsduroy.com/,,['Nano'],[],
770,"['', '', '']",,450-499-1929,https://www.grandderangement.ca/,,['Nano'],[],
771,"['', '', '']",,(819) 373-9725,https://distillerielm.com/,,['Nano'],[],
772,"['', '', '']",,+32 4 247 38 14,https://www.distillerielambicool.be/,,['Nano'],[],
773,"['', '', '']",,(819) 362-0193,https://distilleriemariana.com/,,['Nano'],[],
774,"['', '', '']",,333 88 85 61 44,http://distilleriemeyer.fr/fr/,,['Nano'],[],
775,"['', '', '']",,(418) 775-4011,https://www.distilleriemitis.com/,,['Nano'],[],
776,"['', '', '']",,334 70 06 85 57,https://distillerie-balthazar.fr/,,['Nano'],[],
777,"['', '', '']",1936,Stephan kalil Saoud,,,['Nano'],['Tasting Room'],
778,"['', '', '']",2018,Mario Noel,https://distilleriepuyjalon.com/,,['Nano'],[],
779,"['', '', '']",,(418) 914-3773,https://stadacone.com/?lang=en,Yes,['Nano'],"['Tours', 'Tasting Room']",
780,,,,,,,,
781,"['https://twitter.com/DistillerieW&ReferralType=SNTW&ProfileID=64910286', 'https://www.instagram.com/wabassogin/&ReferralType=SNIG&ProfileID=64910286', '']",2017,(514) 688-6423,https://www.distilleriewabasso.com/,,['Nano'],[],
782,"['', '', '']",,332 96 37 00 08,http://distilleriewarenghem.com/,,['Nano'],[],
783,"['', 'https://www.instagram.com/distillersofsurrey/&ReferralType=SNIG&ProfileID=52582064', '']",,44(0)1483 224297,https://www.distillersofsurrey.co.uk/,,['Nano'],[],
784,"['', '', '']",,(2787) 941-4540,http://distillery031.com/,,['Nano'],[],
785,"['https://twitter.com/distillery291&ReferralType=SNTW&ProfileID=48856048', 'https://www.instagram.com/distillery291/&ReferralType=SNIG&ProfileID=48856048', '']",2011,Emily Rhoades,http://www.distillery291.com/,Yes,['Micro'],"['Tasting Room', 'Tours']",
786,"['', 'https://www.instagram.com/distillery64&ReferralType=SNIG&ProfileID=63581778', '']",2021,(502) 536-7485,https://www.distillery64.com/,,[],['Tasting Room'],
787,,,,,,,,
788,"['', '', '']",2014,Marnelle Durrett,http://kiepersol.com/distillery/,,['Nano'],['Restaurant'],
789,"['', '', '']",,6102 4365 3968,http://distillerybotanica.com/,,['Nano'],[],
790,"['', '', '']",,320 14 91 91,http://wambrechies.com/,,['Nano'],[],
791,"['', '', '']",,3215 28 71 41,http://stokerijdemolenberg.be/,,['Nano'],[],
792,"['', '', '']",,3289 843 998,http://massy.be/,,['Nano'],[],
793,,,,,,,,
794,"['', '', '']",,344 44 35 83,http://whiskyfrance.emonsite.com/,,['Nano'],[],
795,"['https://twitter.com/DOMAatlanta&ReferralType=SNTW&ProfileID=1655944999', 'https://www.instagram.com/distilleryofmodernart/&ReferralType=SNIG&ProfileID=1655944999', '']",2021,Matt Greif,https://distilleryofmodernart.com/,Yes,['Nano'],"['Tours', 'Tasting Room', 'Bar or Cocktail Lounge']",
796,,,,,,,,
797,"['https://www.twitter.com/divinedistiller&ReferralType=SNTW&ProfileID=52133453', 'https://www.instagram.com/divinedistillers&ReferralType=SNIG&ProfileID=52133453', '']",2017,Jason Greenwood,http://www.divinedistillers.com/,Yes,['Nano'],"['Bar or Cocktail Lounge', 'Tours', 'Tasting Room', 'Restaurant']",
798,"['', '', '']",,(519) 362-1850,http://dixonsdistilledspirits.com/,,['Nano'],[],
799,"['', '', '']",2009,Brian Facquet,https://dogoodspirits.com/,,['Nano'],[],
800,"['', '', '']",,6104 1999 2827,http://dobsonsdistillery.mybigcommerce.com/,,['Nano'],[],
801,"['', 'https://www.instagram.com/dogandshrubdistillery/?hl=en&ReferralType=SNIG&ProfileID=52605455', '']",2020,Kimberly Campbell,http://www.dogandshrubdistillery.com/,,['Nano'],[],
802,"['', '', '']",,Lauri Webb,http://www.dogdistilling.com/,,[],[],
803,"['', '', '']",,James Montero,http://dogfish.com/,,['Nano'],[],
804,"['', 'https://www.instagram.com/doghousedistillery/&ReferralType=SNIG&ProfileID=48805571', '']",2016,Braden Saunders,http://www.doghousedistillery.com/,,['Nano'],[],
805,,,,,,,,
806,"['', '', '']",,(339) 793-5544,http://papolle.net/en/ledomaine/,,['Nano'],[],
807,"['', '', '']",,335 65 49 68 41,http://domainedebourjac.com/,,['Nano'],[],
808,"['', '', '']",,339 50 29 92 77,http://hautesglaces.com/home.html,,['Nano'],[],
809,"['', '', '']",,(450) 491-7859,http://www.lesvergerslafrance.com/en/,,['Nano'],[],
810,"['', '', '']",,334 95 56 60 30,http://www.awardrobeofwhisky.com/distillery/mavela/1#.WamqAK2ZOL4,,['Nano'],[],
811,,,,,,,,
812,"['', '', '']",2013,(509) 690-8939,http://dominiondistillery.com/,,['Nano'],[],
813,"['', '', '']",2012,(202) 957-7792,http://donciccioefigli.com/,,['Commercial'],['Tasting Room'],
814,"['', '', '']",2017,Michael Kuryla,http://blackwhiskey.com/,,['Micro'],[],
815,"['', '', '']",2011,Bob Pollman,http://doorcountydistillery.com/,,['Nano'],[],
816,"['', '', '']",2013,(210) 229-0607,http://dorcolspirits.com/,,['Nano'],"['Tasting Room', 'Bar or Cocktail Lounge']",
817,"['', '', '']",,44(0) 1862 810216,http://dornochdistillery.com/,,['Nano'],[],
818,,,,,,,,
819,"['', '', '']",2014,(425) 922-6455,http://www.doublecirclespirits.com/,,['Nano'],[],
820,"['', '', '']",2018,(301) 769-6575,http://www.dddistilling.com/,,['Nano'],[],
821,"['', '', '']",2009,Mitch Abate,http://downslopedistilling.com/,Yes,['Nano'],"['Tasting Room', 'Tours', 'Bar or Cocktail Lounge']",
822,"['', 'https://www.instagram.com/downtondistillery&ReferralType=SNIG&ProfileID=55971359', '']",2019,(44782) 552-8255,http://www.downtondistillery.com/,,['Nano'],[],
823,"['https://twitter.com/search?q=%40DRDistillery&src=typd&ReferralType=SNTW&ProfileID=49298652', '', '']",2015,(724) 290-9403,http://drdistillery.com/,,['Nano'],[],
824,"['https://twitter.com/dragondistill&ReferralType=SNTW&ProfileID=48975039', 'https://www.instagram.com/dragondistillery/&ReferralType=SNIG&ProfileID=48975039', '']",2015,Mark Lambert,http://dragondistillery.com/,,['Nano'],[],
825,"['', '', '']",,(604) 803-2226,http://dragonmistdistillery.com/,,['Nano'],[],
826,"['', 'https://www.instagram.com/dragonfyredistillery/&ReferralType=SNIG&ProfileID=52663395', '']",2015,(607) 849-9600,http://dragonfyredistillery.com/,Yes,['Nano'],"['Tours', 'Tasting Room']",
827,"['', '', '']",2018,Carlton White,http://www.dreadriver.com/,,['Nano'],['Tasting Room'],
828,"['', '', '']",2017,Ryan Winter,https://driftdistillery.com/home-1,,['Nano'],[],
829,"['', '', '']",2012,(608) 356-4536,https://driftlessglen.com/,,['Nano'],[],
830,"['', '', '']",2018,(608) 881-8800,http://www.lacrossedistilling.co/,,['Nano'],"['Bar or Cocktail Lounge', 'Tasting Room', 'Restaurant']",
831,"['', '', '']",2005,(512) 858-1199,http://www.drippingspringsvodka.com/,,['Nano'],[],
832,"['', 'http://www.instagram.com/dropshopdistillery&ReferralType=SNIG&ProfileID=64446402', '']",2016,(971) 267-5555,http://www.dropshopdistillery.com/,,['Nano'],['Tasting Room'],
833,"['', '', '']",2022,Rod Parton,https://drinkdropzone.com/,,['Nano'],[],
834,"['', '', '']",,(941) 321-6619,http://drumcircledistilling.com/,,['Nano'],[],
835,"['', '', '']",2010,Ryan Hamar,http://www.hmwhiskey.com/,,[],[],
836,"['', '', '']",2008,Cris Steller,https://www.drydiggings.com/,,['Nano'],[],
837,,,,,,,,
838,"['https://twitter.com/DryHillsMT&ReferralType=SNTW&ProfileID=48975041', 'https://www.instagram.com/dryhillsdistillery/&ReferralType=SNIG&ProfileID=48975041', '']",2015,(406) 539-7380,https://www.dryhillsdistillery.com/,,['Nano'],[],
839,"['https://twitter.com/DryDistillers&ReferralType=SNTW&ProfileID=54393347', 'https://www.instagram.com/drylanddistillers/&ReferralType=SNIG&ProfileID=54393347', '']",,(720) 600-4945,https://www.drylanddistillers.com/,,['Nano'],['Tasting Room'],
840,"['', '', '']",,(575) 652-3414,https://www.drypointdistillersnm.com/,,['Nano'],[],
841,"['', '', '']",2013,(612) 799-9166,http://dunordcraftspirits.com/,,['Nano'],['Bar or Cocktail Lounge'],
842,"['', '', '']",,Grant Stevely,https://www.thedubhglasdistillery.com/,,['Nano'],[],
843,"['https://twitter.com/DuckworthVodka&ReferralType=SNTW&ProfileID=55993442', 'https://www.instagram.com/duckworthvodka/&ReferralType=SNIG&ProfileID=55993442', '']",2014,(214) 444-7666,https://www.duckworthvodka.com/,,['Nano'],['Tasting Room'],
844,"['', 'https://www.instagram.com/duelinggroundsdistillery/&ReferralType=SNIG&ProfileID=1655943577', '']",2013,Marc Dottore,https://www.duelinggroundsdistillery.com/,Yes,[],"['Tasting Room', 'Tours']",
845,"['', 'https://www.instagram.com/old_pilots_gin/&ReferralType=SNIG&ProfileID=55821394', '']",,(38600) 000-0000,https://duhuboci.com/,,['Nano'],[],
846,"['', '', '']",2020,Mark Wray,https://dunalleybaydistillery.com.au/,,['Nano'],['Tasting Room'],
847,"['', '', '']",2014,Amy Mccardell,http://durangospirits.com/,,['Nano'],['Tasting Room'],
848,"['https://twitter.com/durhamdistiller&ReferralType=SNTW&ProfileID=48856080', 'https://www.instagram.com/durhamdistillery/&ReferralType=SNIG&ProfileID=48856080', '']",2013,(919) 937-2121,http://www.durhamdistillery.com/,,['Micro'],[],
849,"['', '', '']",2016,(812) 454-0135,https://www.docshoosiermoon.com/,,['Nano'],['Tasting Room'],
850,"['', '', '']",2013,Jeff St John,http://dutchanddeweydistillery.com/,,['Nano'],[],
851,"['', '', '']",,(514) 583-1948,https://duvernois.com/,,['Nano'],[],
852,"['', '', '']",,44(0) 1654 761551,http://dyfidistillery.com/,,['Nano'],[],
853,"['https://twitter.com/lifeatgallo&ReferralType=SNTW&ProfileID=51692279', 'https://www.instagram.com/lifeatgallo/&ReferralType=SNIG&ProfileID=51692279', '']",1938,(209) 581-4809,https://www.gallo.com/,,['Macro'],[],
854,"['https://twitter.com/DistillinginE3&ReferralType=SNTW&ProfileID=49505450', 'https://www.instagram.com/eastlondonliquorcompany/&ReferralType=SNIG&ProfileID=49505450', '']",,44(0) 2030 110980,http://eastlondonliquorcompany.com/,,['Nano'],[],
855,,,,,,,,
856,"['', '', '']",,(302) 503-3313,https://www.easyspeakspirits.com/,,['Nano'],['Restaurant'],
857,"['', '', '']",,(403) 933-5404,https://eauclairedistillery.ca/,,['Nano'],[],
858,,,,,,,,
859,"['', '', '']",,44(0) 1443 552321,http://eccentricgin.com/,,['Nano'],[],
860,"['', 'https://www.instagram.com/echospirits/&ReferralType=SNIG&ProfileID=49321850', '']",2018,(614) 725-1955,http://www.echospirits.com/,,['Nano'],['Tasting Room'],
861,"['', 'https://www.instagram.com/edarhynedistillery/&ReferralType=SNIG&ProfileID=56235242', '']",2018,Rett Murphy,http://www.edarhyne.com/,,['Nano'],['Tasting Room'],
862,"['', '', '']",2020,(6421) 181-1276,http://eddylinebrewery.nz/,,['Nano'],['Tasting Room'],
