dis_name,location,trail,spirit_class,address,latitude,longitude,phone,email,website,social_link,found_date,certificate,amenities,url
Pyramid Vodka,,,,"157 Poplar Avenue, Memphis, Tennessee, 38103",35.149534,-90.04898,,,,,,,[''],https://www.distillerytrail.com/directory-distillery/listing/pyramid-vodka/
Pegasus Distillery Experiences,,,,"4840 Crittenden Drive, Louisville, Kentucky, 40209",38.177725,-85.750882,,,,,,,[''],https://www.distillerytrail.com/directory-distillery/listing/pegasus-distillery-experiences/
North Texas Distillers,,,,"101 South Mill Street, Lewisville, Texas, 75057",33.046233,-96.994174,,,,,,,[''],https://www.distillerytrail.com/directory-distillery/listing/north-texas-distillers/
One Shot Distillery & Brewery,,,,"31610 Ranch Rd 12, Dripping Springs, Texas, 78620",30.250705,-98.05694,,,,,,,[''],https://www.distillerytrail.com/directory-distillery/listing/one-shot-distillery-brewery/
Old Elk Distillery,,,,"253 Linden Street, Fort Collins, Colorado, 80524",40.588917,-105.074656,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/old-elk-distillery/
OD Beverage Company,,,,"Tacoma, Washington, 98402",47.252877,-122.444291,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/od-beverage-company/
Potter Jane Distilling Company (Coming 2025),,,,"310 Corporate Dr, Springfield, Kentucky, 40069",37.705507,-85.19942,,,,,,DSP-KY-20163,[''],https://www.distillerytrail.com/directory-distillery/listing/potter-jane-distilling-company/
Norseman Distillery,,,,"451 Taft Street Northeast, Minneapolis, Minnesota, 55413",44.994245,-93.223731,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/norseman-distillery/
Philadelphia Distilling,,,,"25 E Allen Street, Philadelphia, Pennsylvania, 19123",39.965779,-75.135419,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/philadelphia-distilling/
Old Line Spirits,,,,"4201 E Pratt Street, Baltimore, Maryland, 21224",39.290207,-76.5612,,,,,,,[''],https://www.distillerytrail.com/directory-distillery/listing/old-line-spirits/
Printers Distillery,,,,"1708 6th Ave N., Lewiston, Idaho, 83501",0,0,,,,,,,[''],https://www.distillerytrail.com/directory-distillery/listing/printers-distillery/
Pennsylvania Distilling Company,,,,"50 Three Tun Road, Unit #3, Mavern, Pennsylvania, 19355",40.035237,-75.5557,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/pennsylvania-distilling-company/
Orange County Distillery,,,,"Goshen, New York, 10924",41.402038,-74.324319,,,,,,,[''],https://www.distillerytrail.com/directory-distillery/listing/orange-county-distillery/
Olde Raleigh Distillery,,,,"209 N Arendell Ave, Zebulon, North Carolina, \27597",35.822302,-78.313762,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/olde-raleigh-distillery/
Paula's Texas Spirits,,,,"5214 Burleson Rd., Austin, Texas, 78744",30.211269,-97.726394,,,,,,,[''],https://www.distillerytrail.com/directory-distillery/listing/paulas-texas-spirits/
Pinetop Distillery,,,,"1053 East Whitaker Mill Road, Raleigh, North Carolina, 27604",35.808977,-78.621254,,,,,,,[''],https://www.distillerytrail.com/directory-distillery/listing/pinetop-distillery/
Patent 5 Distillery,,,,"108 Alexander Avenue, Winnipeg, Manitoba, R3B 0L2",49.900353,-97.133177,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/patent-5-distillery/
Palmetto Distillery,,,,"Anderson, South Carolina, 29621",34.503439,-82.650133,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/palmetto-distillery/
Old Louisville Whiskey Co.,,,,"4427 Poplar Level Rd, Louisville, Kentucky, 40213",38.189774,-85.702828,,,,,,,[''],https://www.distillerytrail.com/directory-distillery/listing/old-louisville-whiskey-co/
Penelope Bourbon,,,,"288 12TH Avenue Suite 200, Rosellse, New Jersey, 07203",40.645869,-74.253674,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/penelope-bourbon/
Pauley Hollow Distillery,,,,"91 Kate Camp Branch, Forest Hills, Kentucky, 41527",37.625563,-82.303433,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/pauley-hollow-distillery/
Pullman Distillery,,,,"313 Main St, Frisco, Colorado, 80443",39.575982,-106.098326,,,,,,,[''],https://www.distillerytrail.com/directory-distillery/listing/pullman-distillery/
Orcas Island Distillery,,,,"8368 Orcas Road, Eastsound, Washington, 98245",48.59788,-122.944626,,,,,,,[''],https://www.distillerytrail.com/directory-distillery/listing/orcas-island-distillery/
Portland's Distillery Row,Oregon,Portland / Portland's Distillery Row,Trails,"1501 Southeast 7th Avenue, Portland, Oregon, 97214",45.512231,-122.658719,,,,,,,[''],https://www.distillerytrail.com/directory-distillery/listing/portlands-distillery-row/
Oceanside Distillery,,,,"240 West Central Blvd, Cape Canaveral, Florida, 32920",28.396978,-80.609569,,,,,,,[''],https://www.distillerytrail.com/directory-distillery/listing/oceanside-distillery/
Overland Trail Distillery (Coming Soon),,,,"109 E Main St, Sterling, Colorado, 80751-4341",40.625542,-103.207709,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/overland-trail-distillery/
Ogden's Own Distillery,,,,"298 24th Street, Ogden, Utah, 84401",41.223114,-111.973768,,,,,,,[''],https://www.distillerytrail.com/directory-distillery/listing/ogdens-own-distillery/
Paso Robles Distillery Trail,California,Paso Robles Distillery Trail,Trails,"Paso Robles, California, 93446",35.636876,-120.654502,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/paso-robles-distillery-trail/
Oakley Brothers Distillery,,,,"34 West 8th Street, Anderson, Indiana, 46016",40.108207,-85.680368,,,,,,,[''],https://www.distillerytrail.com/directory-distillery/listing/oakley-brothers-distillery/
Old Herald Brewery & Distillery,,,,"115 E Clay St, Collinsville, Illinois, 62234",38.671392,-89.986116,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/old-herald-brewery-distillery/
Oak & Glory Spirits,,,,"Oregonia, Ohio, 45054",39.450894,-84.096045,,,,,,,[''],https://www.distillerytrail.com/directory-distillery/listing/oak-glory-spirits/
North Shore Distillery,,,,"13990 Rockland Rd, Green Oaks, Illinois, 60048",42.280703,-87.905011,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/north-shore-distillery/
Pennington Distilling Co.,,,,"900 44th Ave N, Nashville, Tennessee, 37209",36.158331,-86.839564,,,,,,,[''],https://www.distillerytrail.com/directory-distillery/listing/pennington-distilling-co/
Old Rip Van Winkle Distillery,,,,"113 Great Buffalo Trace, Frankfort, Kentucky, 40601",38.21679,-84.872192,,,,,,,[''],https://www.distillerytrail.com/directory-distillery/listing/old-rip-van-winkle-distillery/
Prohibition Spirits Distillery,,,,"23570 Arnold Drive, Sonoma, California, 95476",38.227536,-122.45725,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/prohibition-spirits-distillery/
Old Ozarkian Distillery,,,,"203 E Main St, Union, Missouri, 63084",38.445582,-91.007101,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/old-ozarkian-distillery/
Princetown Distillery,,,,"Station Rd, Princetown, Yelverton, England, PL20 6QY",50.543783,-3.996293,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/princetown-distillery/
Postmaster Spirits,,,,"200 Hazel St, Newport, Arkansas, 72112",35.605968,-91.281393,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/postmaster-spirits/
Paul Bee Distillery (Coming Soon),,,,"4584 E Highway 290, Fredericksburg, Texas, 78624",30.261945,-98.875054,,,,,,,[''],https://www.distillerytrail.com/directory-distillery/listing/paul-bee-distillery/
Old Trestle Distillery,,,,"10027 Donner Pass Road, Truckee, California, 96161",39.328117,-120.183129,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/old-trestle-distillery/
Proof And Wood Ventures,,,,"27 Pine Street, Suite 4, New Canaan, Connecticut, 06840",41.145312,-73.496519,,,,,,,[''],https://www.distillerytrail.com/directory-distillery/listing/proof-and-wood-ventures/
Painted Stave Distilling,,,,"106 West Commerce Street, Smyrna, Delaware, 19977",39.299498,-75.608579,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/painted-stave-distilling/
Old Route Two Spirits,,,,"69 Pitman Rd, Barre, Vermont, 05641",44.172099,-72.484245,,,,,,,[''],https://www.distillerytrail.com/directory-distillery/listing/old-route-two-spirits/
Old Montréal Distillery,,,,"950 Chemin des Moulins, Montréal, Quebec, H3C 3W5",45.488821,-73.548041,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/old-montreal-distillery/
Old Ballard Liquor Co. (Closed),,,,"Seattle, Washington, 98164",47.60621,-122.332071,,,,,,,[''],https://www.distillerytrail.com/directory-distillery/listing/old-ballard-liquor-co/
Pathfinder Farm Distillery,,,,"5515 Mt Carmel Church Rd, Keedysville, Maryland, 21756",39.466395,-77.662001,,,,,,,[''],https://www.distillerytrail.com/directory-distillery/listing/pathfinder-farm-distillery/
Pursuit Spirits,Kentucky,Louisville,Coming Soon,"1700 Mellwood Ave, Louisville, Kentucky, 40206",38.257728,-85.718487,,,,,,,[''],https://www.distillerytrail.com/directory-distillery/listing/pursuit-spirits/
Old Pogue Distillery,,,,"715 Germantown Road, Maysville, Kentucky, 41056",38.661977,-83.780012,,,,,,DSP-KY-3,[''],https://www.distillerytrail.com/directory-distillery/listing/old-pogue-distillery/
Old Fourth Distillery,,,,"487 Edgewood Ave SE, Atlanta, Georgia, 30312",33.754102,-84.37164,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/old-fourth-distillery/
Perfect Soul Whiskey,,,,"432 Inland Rail Trail, San Marcos, California, 92069",33.143372,-117.166145,,,,,,,[''],https://www.distillerytrail.com/directory-distillery/listing/perfect-soul-whiskey/
Northern Row Brewery & Distillery,,,,"111 West McMicken Avenue, Cincinnati, Ohio, 45202",39.118195,-84.519613,,,,,,,[''],https://www.distillerytrail.com/directory-distillery/listing/northern-row-brewery-distillery/
Old Spirit Distillery,,,,"3670 Oceanside Road West, STE 6, Oceanside, New York, 11572",40.621741,-73.633961,,,,,,,[''],https://www.distillerytrail.com/directory-distillery/listing/old-spirit-distillery/
Ohio Distiller's Guild,,,,"1 Capitol Square, Columbus, Ohio, 43215",39.961176,-82.998794,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/ohio-distillers-guild/
Pensive Distilling Co.,,,,"720 Monmouth St., Newport, Kentucky, 41071",39.091449,-84.495776,,,,,,KY-DSPS-20073,[''],https://www.distillerytrail.com/directory-distillery/listing/pensive-distilling-co/
Pinnix Distilling,,,,"101 Fairview Road, Asheville, North Carolina, 28803",35.566335,-82.537267,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/pinnix-distilling/
Northern Maine Distilling,,,,"269 North Main Street, Brewer, Maine, 4412",44.796738,-68.761425,,,,,,,[''],https://www.distillerytrail.com/directory-distillery/listing/northern-maine-distilling/
Post Modern Spirits Distilling,,,,"205 W Jackson Ave #205, Knoxville, Tennessee, 37902",35.969696,-83.919757,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/post-modern-spirits-distilling/
Old Forge Distillery,,,,"170 Old Mill Avenue, Pigeon Forge, Tennessee, 37863",35.788475,-83.553426,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/old-forge-distillery/
Privateer Rum,,,,"11 Brady Drive, Ipswich, Massachusetts, 01938",42.695781,-70.85538,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/privateer-rum/
Osocalis Distillery,,,,"5579 Soquel San Jose Road, Soquel, California, 95073",37.057687,-121.946646,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/osocalis-distillery/
Pap's Hilltop Honey & Distillery,,,,"117 East Main Street, Bainbridge, Ohio, 45612",39.227621,-83.269284,,,,,,,[''],https://www.distillerytrail.com/directory-distillery/listing/paps-hilltop-honey-distillery/
O'Neill Vintners & Distillers,,,,"8418 S Lac Jac Ave, Parlier, California, 93648",36.612399,-119.482989,,,,,,,['Certified B Corporation'],https://www.distillerytrail.com/directory-distillery/listing/oneill-vintners-distillers/
Orkney Springs Distillery,,,,"7701 Southern Drive, Suite R, Unit A1, Springfield, Virginia, 22150",38.792637,-77.20836,,,,,,,[''],https://www.distillerytrail.com/directory-distillery/listing/orkney-springs-distillery/
Pour Decisions Distillery,,,,"1165 Mountain Rd, Montoursville, Pennsylvania, 17754",41.336304,-76.844737,,,,,,,[''],https://www.distillerytrail.com/directory-distillery/listing/pour-decisions-distillery/
Oceanside Distillers,,,,"3044 Industry St STE 107, Oceanside, California, 92054",33.201182,-117.335985,,,,,,,[''],https://www.distillerytrail.com/directory-distillery/listing/oceanside-distillers/
Phillips Distilling Company,,,,"500 S Washington Ave, Minneapolis, Minnesota, 55415",44.979035,-93.260071,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/phillips-distilling-company/
Preservation Distillery,,,,"426 Sutherland Road, Bardstown, Kentucky, 40004",37.787016,-85.492455,,,,,,DSP-KY-20040,[''],https://www.distillerytrail.com/directory-distillery/listing/preservation-distillery/
Northern Yankee Moonshine,,,,"904 Hamburg St, Ripley, Ohio, 45167",38.733599,-83.834976,,,,,,,[''],https://www.distillerytrail.com/directory-distillery/listing/northern-yankee-moonshine/
Palmer's Liberty Gin,,,,"376 Shurs Ln, Philadelphia, Pennsylvania, 18128",40.025223,-75.213285,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/palmers-liberty-gin/
NY: Hudson Valley Distilling Trail,,,,"Kingston, New York, 12401",41.920902,-73.961289,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/hudson-valley-distilling-trail/
Old Sugar Distillery,,,,"Madison, Wisconsin, 53715",43.073052,-89.40123,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/old-sugar-distillery/
Pea Ridge Distillery,,,,"1141 Pineland Road, Union, South Carolina, 29379",34.794711,-81.620754,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/pea-ridge-distillery/
Prairie Organic Spirits,,,,"Benson, Minnesota, 56215",45.31496,-95.600035,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/prairie-organic-spirits/
Pendray’s Distillery,,,,"95 Booker Road, Templeton, California, 93465",35.561333,-120.74216,,,,,,DSP-CA-20039,,https://www.distillerytrail.com/directory-distillery/listing/pendrays-distillery/
Pennsylvania Pure Distilleries,,,,"Glass Factory, 1101 William Flynn Hwy Old, Glenshaw, Pennsylvania, 15116",40.520535,-79.95073,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/pennsylvania-pure-distilleries/
Pine Bluffs Distilling,,,,"115 Bourbon St, Pine Bluffs, Wyoming, 82082",41.181926,-104.069117,,,,,,DSP-WY-20007,,https://www.distillerytrail.com/directory-distillery/listing/pine-bluffs-distilling/
North Carolina Moonshine & Motorsports Trail,North Carolina,North Carolina Moonshine & Motorsports Trail,Trails,North Carolina,35.759573,-79.0193,,,,,,,[''],https://www.distillerytrail.com/directory-distillery/listing/north-carolina-moonshine-motorsports-trail/
Peach Street Distillers,,,,"144 Kluge Ave, Palisade, Colorado, 81526",39.111242,-108.352939,,,,,,,[''],https://www.distillerytrail.com/directory-distillery/listing/peach-street-distillers/
Pacific Distillery,,,,"18808 142nd Ave NE #4B, Woodinville, Washington, 98072",47.763952,-122.14938,,,,,,,[''],https://www.distillerytrail.com/directory-distillery/listing/pacific-distillery/
Perlick Distillery,,,,"Ripley Road, Sarona, Wisconsin, 54870",45.711062,-91.806561,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/perlick-distillery/
Petzold Distilleries,,,,"6461 NC 212 Hwy, Marshall, North Carolina, 28753",35.980103,-82.697331,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/petzold-distilleries/
Reformation Brewery & Craft Spirits,,,,"105 Elm St., Woodstock, Georgia, 30188",34.099948,-84.520509,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/reformation-brewery-craft-spirits/
Second Sight Spirits,,,,"301 Elm Street, Ludlow, Kentucky, 41016",39.093421,-84.548407,,,,,,DSP-KY-20020,[''],https://www.distillerytrail.com/directory-distillery/listing/second-sight-spirits/
Sea Hagg Distillery,,,,"135 Lafayette Rd #9, North Hampton, New Hampshire, 03862",42.983574,-70.832569,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/sea-hagg-distillery/
Seven Brothers Distilling,,,,"7755 Brakeman Rd, Painesville, Ohio, 44077",41.658363,-81.144965,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/seven-brothers-distilling/
Rio Brazos Distillery,,,,"102 University Drive, College Station, Texas, 77840",30.627977,-96.334407,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/rio-brazos-distillery/
Schnapsleiche Spirits,,,,"19151 144th Avenue Northeast, Woodinville, Washington, 98072",47.765889,-122.148522,,,,,,,[''],https://www.distillerytrail.com/directory-distillery/listing/schnapsleiche-spirits/
Red Eagle Distillery,,,,"Geneva, Ohio, 44041",41.805054,-80.948149,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/red-eagle-distillery/
Red Horse Distillery,,,,"11000 Metro Pkwy Unit 23, Fort Myers, Florida, 33966",26.581008,-81.853711,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/red-horse-distillery/
RE:FIND Distillery,,,,"2725 Adelaida Road, Paso Robles, California, 93446",35.650903,-120.741326,,,,,,DSP-CA-15119,,https://www.distillerytrail.com/directory-distillery/listing/refind-distillery/
Silver Tree Beer & Spirits,,,,"2112 E 100 N Rd, Paxton, Illinois, 60957",40.415127,-88.057462,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/silver-tree-beer-spirits/
San Diego Distillers Guild,,,,"402w Broadway, San Diego, California, 92101",32.715738,-117.161084,,,,,,,[''],https://www.distillerytrail.com/directory-distillery/listing/san-diego-distillers-guild/
Rush Creek Distilling,,,,"1501 W Diggins Street, Harvard, Illinois, 60033",42.422667,-88.633558,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/rush-creek-distilling/
Sheringham Distillery,,,,"252 - 6731 W Coast Rd, Sooke, British Columbia, V9Z 0S9",48.375436,-123.724274,,,,,,,[''],https://www.distillerytrail.com/directory-distillery/listing/sheringham-distillery/
Sespe Creek Distillery,,,,"2451 Eastman Ave, Oxnard, California, 93030",34.199611,-119.142971,,,,,,,[''],https://www.distillerytrail.com/directory-distillery/listing/sespe-creek-distillery/
Red Pump Spirits,,,,"Washington, Pennsylvania, 15301",40.17396,-80.246171,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/red-pump-spirits/
Shelburne Orchards Distillery,,,,"216 Orchard Rd., Shelburne, Vermont, 05482",44.352252,-73.265291,,,,,,,[''],https://www.distillerytrail.com/directory-distillery/listing/shelburne-orchards-distillery/
Siesta Key Rum,,,,"2212 Industrial Blvd, Sarasota, Florida, 34234",27.376499,-82.524834,,,,,,,[''],https://www.distillerytrail.com/directory-distillery/listing/siesta-key-rum/
Roulaison Distilling Co.,,,,"2727 S Broad Ave Suite #103, New Orleans, Louisiana, 70125",29.951543,-90.100399,,,,,,DSP-LA-20015,,https://www.distillerytrail.com/directory-distillery/listing/roulaison-distilling-co/
San Juan Island Distillery,,,,"195 Reuben Memorial Drive, Friday Harbor, Washington, 98250",48.609822,-123.148798,,,,,,,[''],https://www.distillerytrail.com/directory-distillery/listing/san-juan-island-distillery/
Red Eye Louie's,,,,"12820 County Road 42, Jemison, Alabama, 35085",32.980672,-86.6856,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/red-eye-louies/
Scotch Whisky Association,England /,Scotland,Associations / Guilds,"Quartermile Two, 2 Lister Square, Edinburgh, Scotland, EH3 9GL",55.943841,-3.193395,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/scotch-whisky-association/
Seven Troughs Distilling,,,,"1155 Watson Way, Suite 5, Sparks, Nevada, 89431",39.524866,-119.734237,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/seven-troughs-distilling/
Seven Stills Brewery & Distillery,,,,"100 Hooper Street, Suite #4, San Francisco, California, 94107",37.768687,-122.399391,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/seven-stills/
Savage & Cooke Distillery,,,,"1097 Nimitz Avenue, Vallejo, California, 94592",38.099075,-122.270181,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/savage-cooke-distillery/
Shine Distillery & Grill,,,,"4232 N. Williams Ave, Portland, Oregon, 97217",45.55442,-122.666349,,,,,,,[''],https://www.distillerytrail.com/directory-distillery/listing/shine-distillery-grill/
Rolling River Spirits,,,,"1215 SE 8th Ave suite H, Portland, Oregon, 97214",45.523062,-122.676482,,,,,,,[''],https://www.distillerytrail.com/directory-distillery/listing/rolling-river-spirits/
R.D. Wilhelm Distilling Co.,,,,"1120 West Olney Road, Norfolk, Virginia, 23507",36.86434,-76.307812,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/r-d-wilhelm-distilling/
Seedy Fruit Wine Company,,,,"7 Sanderson Rd, Milton, Vermont, 05468",44.659436,-73.144586,,,,,,,[''],https://www.distillerytrail.com/directory-distillery/listing/seedy-fruit-wine-company/
Sinister Distilling,,,,"635 NE Water Ave. Suite D, Albany, Oregon, 97321",44.639208,-123.098134,,,,,,,[''],https://www.distillerytrail.com/directory-distillery/listing/sinister-distilling/
Rocheport Distilling,,,,"12847 W Hwy Bb, Rocheport, Missouri, 65279",38.968221,-92.53345,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/rocheport-distilling/
Seersucker Distillery,,,,"8501 Cover Road, San Antonio, Texas, 78263",29.337522,-98.312908,,,,,,,[''],https://www.distillerytrail.com/directory-distillery/listing/seersucker-distillery/
Rocker Spirits,,,,"5587 S Hill St, Littleton, Colorado, 80120",39.615747,-105.014427,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/rocker-spirits/
Rockin' A Distillery,,,,"44307 E. STATE ROUTE. B, Creighton, Missouri, 64739",38.481906,-94.17894,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/rockin-a-distillery/
Royal Foundry Craft Spirits,,,,"241 Fremont Ave N, Minneapolis, Minnesota, 55405",44.979606,-93.29613,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/royal-foundry-craft-spirits/
Rising Sun Distillery,Colorado,Colorado Spirits Trail / Denver,Black Owned,"1330 Zuni St, Denver, Colorado, 80204",39.737351,-105.015661,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/rising-sun-distillery/
Sangfroid Distilling,,,,"5130 Baltimore Avenue, Hyattsville, Maryland, 20781",38.952312,-76.940915,,,,,,,[''],https://www.distillerytrail.com/directory-distillery/listing/sangfroid-distilling/
Red Bordner Distillery,,,,"3121 Old Furnace Road, Boiling Springs, South Carolina, 29316",35.046508,-81.981773,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/red-bordner-distillery/
Restless Spirits Distilling,,,,"109 E. 18th Avenue, Kansas City, Missouri, 64116",39.139507,-94.579149,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/restless-spirits-distilling/
River Road Distillery,,,,"2151 Kliebert Road, Paulina, Louisiana, 70763",30.023718,-90.718073,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/river-road-distillery/
Roe & Co Distillery,,,,"92 James's Street, Dublin 8, D08 YYW9",53.358171,-6.238062,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/roe-co-distillery/
Saint James Spirits,,,,"Irwindale, California",34.106953,-117.935341,,,,,,,[''],https://www.distillerytrail.com/directory-distillery/listing/saint-james-spirits/
Sailbird Distilling Company,,,,"215 W Davis Industrial Dr ste a, St. Augustine, Florida, 32084",29.87501,-81.360562,,,,,,,[''],https://www.distillerytrail.com/directory-distillery/listing/sailbird-distilling-company/
Sandy River Distillery,,,,"Farmington, Maine, 4938",44.6705,-70.151217,,,,,,,[''],https://www.distillerytrail.com/directory-distillery/listing/sandy-river-distillery/
Red Fork Distillery,,,,"3310 Southwest Blvd, Tulsa, Oklahoma, 74107",36.115246,-96.009014,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/red-fork-distillery/
Saint Paul Mountain Vineyards,,,,"588 Chestnut Gap Road, Hendersonville, North Carolina, 28792",35.356161,-82.408167,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/saint-paul-mountain-vineyards/
Salt Flats Spirits,,,,"2020 Industrial Cir, Salt Lake City, Utah, 84104",40.729794,-111.949175,,,,,,,[''],https://www.distillerytrail.com/directory-distillery/listing/salt-flats-spirits/
Royal Oak Distillery,,,,"Clorusk Lower, Royaloak, County Carlow, R21 EO86",52.702249,-6.980406,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/royal-oak-distillery/
Quartz Mountain Distillers,,,,"4601 NE 78th St #220, Vancouver, Washington, 98665",45.678256,-122.623974,,,,,,,[''],https://www.distillerytrail.com/directory-distillery/listing/quartz-mountain-distillers/
Sipp'n Sweet Corn Whiskey,,,,"303 SE 2nd St, Grimes, Iowa, 50111",41.687752,-93.792318,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/sippn-sweet-corn-whiskey/
Raleigh Rum Company,,,,"1100 Corporation Pkwy #132, Raleigh, North Carolina, 27610",35.793698,-78.568128,,,,,,,[''],https://www.distillerytrail.com/directory-distillery/listing/raleigh-rum-company/
Rich Grain Distilling Co.,,,,"339 W Peace St, Canton, Mississippi, 39046",32.612328,-90.038888,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/rich-grain-distilling-co/
Real Spirits Distilling Co.,,,,"231 San Saba Ct, Blanco, Texas, 78606",30.113718,-98.412683,,,,,,,[''],https://www.distillerytrail.com/directory-distillery/listing/real-spirits-distilling-co/
Secret Garden Distillery,,,,"32A Old Pentland Rd, Lothianburn, Edinburgh, England, EH10 7EA",52.355518,-1.17432,,,,,,,[''],https://www.distillerytrail.com/directory-distillery/listing/secret-garden-distillery/
S.D. Strong Distilling,,,,"8500 NW River Park Dr #136a, Parkville, Missouri, 64152",39.188926,-94.67645,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/s-d-strong-distilling/
Shire Distilling Co.,,,,"505 Bains St #303, Brookshire, Texas, 77423",29.780968,-95.957088,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/shire-distilling-co/
Sidetrack Distillery,,,,"109 2nd Avenue South, Kent, Washington, 98032",47.380934,-122.234843,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/sidetrack-distillery/
RockFilter Distillery,,,,"113 Maple Drive, Spring Grove, Minnesota, 55974",43.561707,-91.635837,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/rockfilter-distillery/
R.M. Rose and Company Distillers,,,,"890 Franklin St, Dillard, Georgia, 30537",34.967141,-83.38477,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/r-m-rose-and-company-distillers/
Silver Brothers Distillery (Opening Summer 2022),,,,"155 Shaker Museum Road, Old Chatham, New York, 12136",42.439907,-73.586511,,,,,,,[''],https://www.distillerytrail.com/directory-distillery/listing/silver-brothers-distillery/
SILO Distillery,,,,"3 Artisans Way, Windsor, Vermont, 05089",43.514362,-72.402096,,,,,,,[''],https://www.distillerytrail.com/directory-distillery/listing/silo-distillery/
Saddlestone Distillery (At Equus Run Vineyards),,,,"1280 Moores Mill Road, Midway, Kentucky, 40347",38.158659,-84.644867,,,,,,,[''],https://www.distillerytrail.com/directory-distillery/listing/saddlestone-distillery/
SanTan Spirits,,,,"495 E Warner Rd, Chandler, Arizona, 85225",33.334512,-111.833663,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/santan-brewing-distilling/
Ragged Branch Distillery,,,,"1015 Taylors Gap Road, Charlottesville, Virginia, 22903",38.006165,-78.627346,,,,,,,[''],https://www.distillerytrail.com/directory-distillery/listing/ragged-branch-distillery/
